Complaint_ID,Complaint_Date,Resolved_Date,Zone,Category,Department,Priority,Priority_Score,Status,Resolution_Delay_Days,Citizen_Satisfaction_Score,Month,Quarter,Week
CMP01554,2024-02-16,2024-02-28,South-West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,12.0,3.5,February,Q1,7
CMP01555,2024-02-13,,Industrial Zone,Public Safety,Police Dept,Medium,2,Pending,,2.2,February,Q1,7
CMP01556,2024-02-17,2024-02-25,North Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,8.0,2.5,February,Q1,7
CMP01557,2024-08-09,,Central Zone,Road Damage,Public Works Dept,Low,1,Pending,,1.9,August,Q3,32
CMP01558,2024-02-19,2024-02-22,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,3.0,4.6,February,Q1,8
CMP01559,2024-07-09,2024-07-14,North-East Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,5.0,3.9,July,Q3,28
CMP01560,2024-03-07,2024-03-18,Industrial Zone,Road Damage,Public Works Dept,Medium,2,Resolved,11.0,3.2,March,Q1,10
CMP01561,2024-10-11,2024-10-30,Central Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,19.0,2.8,October,Q4,41
CMP01562,2024-01-31,2024-02-15,Central Zone,Road Damage,Public Works Dept,Low,1,Resolved,15.0,1.6,January,Q1,5
CMP01563,2024-10-27,2024-10-28,South Zone,Water Supply,Water Supply Dept,High,3,Resolved,1.0,4.1,October,Q4,43
CMP01564,2024-10-14,2024-10-26,Central Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,12.0,3.2,October,Q4,42
CMP01565,2024-10-14,2024-10-20,East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,6.0,4.0,October,Q4,42
CMP01566,2024-06-17,,East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,1.1,June,Q2,25
CMP01567,2024-12-09,2024-12-16,North-East Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,7.0,3.1,December,Q4,50
CMP01568,2024-03-03,2024-03-10,North Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,7.0,4.5,March,Q1,9
CMP01569,2024-07-29,2024-08-01,Industrial Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,3.0,4.2,July,Q3,31
CMP01570,2024-06-30,2024-07-06,Central Zone,Water Supply,Water Supply Dept,High,3,Resolved,6.0,3.9,June,Q2,26
CMP01571,2024-12-06,2024-12-14,East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,8.0,2.9,December,Q4,49
CMP01572,2024-08-04,2024-08-15,South-West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,11.0,2.7,August,Q3,31
CMP01573,2024-01-27,,East Zone,Traffic Congestion,Traffic Management Dept,Low,1,In Progress,,2.2,January,Q1,4
CMP01574,2024-05-27,2024-06-02,West Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,6.0,4.1,May,Q2,22
CMP01575,2024-11-03,2024-11-06,Central Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,3.0,4.0,November,Q4,44
CMP01576,2024-06-08,,North-East Zone,Street Light Failure,Electricity Dept,High,3,In Progress,,2.0,June,Q2,23
CMP01577,2024-06-29,2024-07-04,South-West Zone,Road Damage,Public Works Dept,High,3,Resolved,5.0,3.7,June,Q2,26
CMP01578,2024-02-23,2024-02-25,East Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,2.0,4.5,February,Q1,8
CMP01579,2024-10-22,2024-10-25,Central Zone,Road Damage,Public Works Dept,High,3,Resolved,3.0,4.9,October,Q4,43
CMP01580,2024-09-16,2024-09-24,North Zone,Road Damage,Public Works Dept,Low,1,Resolved,8.0,1.6,September,Q3,38
CMP01581,2024-04-18,,South-West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.6,April,Q2,16
CMP01582,2024-03-20,2024-03-27,Industrial Zone,Public Safety,Police Dept,Low,1,Resolved,7.0,4.2,March,Q1,12
CMP01583,2024-12-02,2024-12-07,West Zone,Drainage Problem,Drainage Dept,High,3,Resolved,5.0,4.1,December,Q4,49
CMP01584,2024-09-03,2024-09-13,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,10.0,2.4,September,Q3,36
CMP01585,2024-04-24,2024-04-28,North Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,4.0,4.4,April,Q2,17
CMP01586,2024-02-25,,East Zone,Road Damage,Public Works Dept,Low,1,In Progress,,1.3,February,Q1,8
CMP01587,2024-06-28,,South Zone,Garbage Collection,Sanitation Dept,Low,1,Pending,,1.3,June,Q2,26
CMP01588,2024-10-11,,North-East Zone,Water Supply,Water Supply Dept,Low,1,In Progress,,1.9,October,Q4,41
CMP01589,2024-07-07,2024-07-18,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,11.0,2.2,July,Q3,27
CMP01590,2024-02-28,2024-02-29,North-East Zone,Road Damage,Public Works Dept,High,3,Resolved,1.0,4.3,February,Q1,9
CMP01591,2024-05-22,2024-05-28,Industrial Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,6.0,3.6,May,Q2,21
CMP01592,2024-10-20,2024-10-31,North-East Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,11.0,1.6,October,Q4,42
CMP01593,2024-04-25,2024-05-03,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,8.0,2.4,April,Q2,17
CMP01594,2024-08-07,,South Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,2.3,August,Q3,32
CMP01595,2024-10-14,2024-10-19,East Zone,Road Damage,Public Works Dept,High,3,Resolved,5.0,3.5,October,Q4,42
CMP01596,2024-11-14,,North-East Zone,Water Supply,Water Supply Dept,Medium,2,In Progress,,2.0,November,Q4,46
CMP01597,2024-11-10,2024-11-18,South-West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,8.0,2.2,November,Q4,45
CMP01598,2024-12-11,2024-12-18,Central Zone,Public Safety,Police Dept,High,3,Resolved,7.0,4.4,December,Q4,50
CMP01599,2024-11-25,,South Zone,Road Damage,Public Works Dept,Low,1,Pending,,1.4,November,Q4,48
CMP01600,2024-10-12,2024-10-21,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,9.0,3.1,October,Q4,41
CMP01601,2024-01-14,,North-East Zone,Drainage Problem,Drainage Dept,Medium,2,Pending,,1.5,January,Q1,2
CMP01602,2024-11-07,2024-11-08,North Zone,Drainage Problem,Drainage Dept,High,3,Resolved,1.0,4.7,November,Q4,45
CMP01603,2024-12-02,,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,2.0,December,Q4,49
CMP01604,2024-12-21,2024-12-30,South Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,9.0,3.0,December,Q4,51
CMP01605,2024-05-16,2024-05-23,South-West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,7.0,3.2,May,Q2,20
CMP01606,2024-01-15,,West Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.8,January,Q1,3
CMP01607,2024-04-02,2024-04-04,South Zone,Drainage Problem,Drainage Dept,High,3,Resolved,2.0,4.9,April,Q2,14
CMP01608,2024-05-19,2024-05-20,West Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,1.0,4.6,May,Q2,20
CMP01609,2024-12-25,,West Zone,Garbage Collection,Sanitation Dept,Low,1,In Progress,,2.1,December,Q4,52
CMP01610,2024-06-07,2024-06-22,North Zone,Water Supply,Water Supply Dept,Low,1,Resolved,15.0,3.0,June,Q2,23
CMP01611,2024-06-22,2024-07-08,West Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,16.0,3.1,June,Q2,25
CMP01612,2024-06-28,,South Zone,Road Damage,Public Works Dept,Low,1,Pending,,1.3,June,Q2,26
CMP01613,2024-01-04,2024-01-12,South Zone,Public Safety,Police Dept,Medium,2,Resolved,8.0,2.5,January,Q1,1
CMP01614,2024-04-02,,North Zone,Water Supply,Water Supply Dept,High,3,Pending,,1.1,April,Q2,14
CMP01615,2024-03-14,,North-East Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,1.5,March,Q1,11
CMP01616,2024-10-16,2024-11-03,West Zone,Public Safety,Police Dept,Low,1,Resolved,18.0,2.6,October,Q4,42
CMP01617,2024-12-02,,Central Zone,Public Safety,Police Dept,Medium,2,In Progress,,2.2,December,Q4,49
CMP01618,2024-07-24,2024-08-01,South-West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,8.0,3.4,July,Q3,30
CMP01619,2024-02-05,2024-02-25,South-West Zone,Public Safety,Police Dept,Low,1,Resolved,20.0,2.1,February,Q1,6
CMP01620,2024-03-13,,Central Zone,Public Safety,Police Dept,Medium,2,Pending,,1.5,March,Q1,11
CMP01621,2024-11-20,2024-11-23,North-East Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,3.0,4.9,November,Q4,47
CMP01622,2024-01-16,2024-01-21,Industrial Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,5.0,3.1,January,Q1,3
CMP01623,2024-02-16,2024-02-21,North-East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,5.0,3.6,February,Q1,7
CMP01624,2024-09-28,2024-10-06,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,8.0,2.7,September,Q3,39
CMP01625,2024-04-20,,North-East Zone,Street Light Failure,Electricity Dept,Low,1,In Progress,,2.0,April,Q2,16
CMP01626,2024-07-11,2024-07-17,West Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,6.0,4.1,July,Q3,28
CMP01627,2024-08-02,,South Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.3,August,Q3,31
CMP01628,2024-08-20,,Central Zone,Public Safety,Police Dept,Medium,2,Pending,,2.3,August,Q3,34
CMP01629,2024-06-23,2024-06-26,West Zone,Road Damage,Public Works Dept,High,3,Resolved,3.0,4.5,June,Q2,25
CMP01630,2024-03-21,,West Zone,Street Light Failure,Electricity Dept,Low,1,In Progress,,1.5,March,Q1,12
CMP01631,2024-07-08,2024-07-13,Industrial Zone,Public Safety,Police Dept,Medium,2,Resolved,5.0,3.7,July,Q3,28
CMP01632,2024-06-08,,Central Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.5,June,Q2,23
CMP01633,2024-06-15,2024-06-27,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,12.0,1.8,June,Q2,24
CMP01634,2024-10-17,,North-East Zone,Road Damage,Public Works Dept,High,3,In Progress,,1.3,October,Q4,42
CMP01635,2024-11-01,2024-11-02,West Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,1.0,4.0,November,Q4,44
CMP01636,2024-02-13,2024-02-21,North Zone,Road Damage,Public Works Dept,Low,1,Resolved,8.0,1.9,February,Q1,7
CMP01637,2024-01-27,,South Zone,Street Light Failure,Electricity Dept,High,3,Pending,,1.5,January,Q1,4
CMP01638,2024-03-20,2024-03-25,Central Zone,Street Light Failure,Electricity Dept,High,3,Resolved,5.0,3.8,March,Q1,12
CMP01639,2024-03-21,,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,2.0,March,Q1,12
CMP01640,2024-11-12,,North Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,1.4,November,Q4,46
CMP01641,2024-01-26,,South-West Zone,Garbage Collection,Sanitation Dept,Low,1,In Progress,,1.8,January,Q1,4
CMP01642,2024-12-11,2024-12-22,North Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,11.0,1.9,December,Q4,50
CMP01643,2024-02-11,2024-02-26,East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,15.0,2.7,February,Q1,6
CMP01644,2024-05-19,2024-05-30,East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,11.0,1.7,May,Q2,20
CMP01645,2024-08-14,2024-08-20,Central Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,6.0,3.1,August,Q3,33
CMP01646,2024-12-04,2024-12-11,North Zone,Water Supply,Water Supply Dept,High,3,Resolved,7.0,4.1,December,Q4,49
CMP01647,2024-08-05,2024-08-16,East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,11.0,3.3,August,Q3,32
CMP01648,2024-09-05,2024-09-12,East Zone,Public Safety,Police Dept,High,3,Resolved,7.0,4.0,September,Q3,36
CMP01649,2024-11-06,2024-11-11,East Zone,Street Light Failure,Electricity Dept,High,3,Resolved,5.0,4.3,November,Q4,45
CMP01650,2024-08-14,,North Zone,Garbage Collection,Sanitation Dept,Low,1,Pending,,1.2,August,Q3,33
CMP01651,2024-07-31,2024-08-08,South Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,8.0,2.2,July,Q3,31
CMP01652,2024-05-19,,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.5,May,Q2,20
CMP01653,2024-04-20,,West Zone,Public Safety,Police Dept,Medium,2,In Progress,,1.2,April,Q2,16
CMP01654,2024-09-19,,Industrial Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,1.6,September,Q3,38
CMP01655,2024-02-28,2024-03-10,East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,11.0,3.2,February,Q1,9
CMP01656,2024-06-25,,East Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,2.1,June,Q2,26
CMP01657,2024-08-08,,South Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,2.3,August,Q3,32
CMP01658,2024-02-26,,North-East Zone,Road Damage,Public Works Dept,High,3,In Progress,,2.2,February,Q1,9
CMP01659,2024-05-25,2024-05-29,North Zone,Water Supply,Water Supply Dept,High,3,Resolved,4.0,3.9,May,Q2,21
CMP01660,2024-12-13,2024-12-19,Central Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,6.0,4.5,December,Q4,50
CMP01661,2024-12-13,2024-12-22,North Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,9.0,2.1,December,Q4,50
CMP01662,2024-10-30,2024-11-03,North Zone,Water Supply,Water Supply Dept,High,3,Resolved,4.0,3.3,October,Q4,44
CMP01663,2024-09-06,2024-09-10,West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,4.0,4.2,September,Q3,36
CMP01664,2024-09-26,,East Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.4,September,Q3,39
CMP01665,2024-12-07,2024-12-11,West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,4.0,3.2,December,Q4,49
CMP01666,2024-06-06,2024-06-18,East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,12.0,3.5,June,Q2,23
CMP01667,2024-01-24,2024-02-05,West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,12.0,1.6,January,Q1,4
CMP01668,2024-04-22,2024-05-10,South-West Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,18.0,1.9,April,Q2,17
CMP01669,2024-07-21,2024-07-29,South-West Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,8.0,2.9,July,Q3,29
CMP01670,2024-11-02,2024-11-09,South Zone,Road Damage,Public Works Dept,High,3,Resolved,7.0,3.3,November,Q4,44
CMP01671,2024-01-29,2024-02-09,South Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,11.0,3.3,January,Q1,5
CMP01672,2024-01-04,,North-East Zone,Water Supply,Water Supply Dept,High,3,In Progress,,1.7,January,Q1,1
CMP01673,2024-04-14,,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,2.2,April,Q2,15
CMP01674,2024-06-03,2024-06-09,North-East Zone,Road Damage,Public Works Dept,Low,1,Resolved,6.0,3.2,June,Q2,23
CMP01675,2024-04-18,,South Zone,Street Light Failure,Electricity Dept,Low,1,In Progress,,1.4,April,Q2,16
CMP01676,2024-03-11,2024-03-16,North-East Zone,Public Safety,Police Dept,High,3,Resolved,5.0,4.4,March,Q1,11
CMP01677,2024-05-10,,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,2.3,May,Q2,19
CMP01678,2024-05-28,,Central Zone,Public Safety,Police Dept,High,3,Pending,,1.7,May,Q2,22
CMP01679,2024-06-16,2024-06-26,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,10.0,2.4,June,Q2,24
CMP01680,2024-03-02,2024-03-13,West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,11.0,2.6,March,Q1,9
CMP01681,2024-01-04,2024-01-23,Industrial Zone,Road Damage,Public Works Dept,Low,1,Resolved,19.0,3.5,January,Q1,1
CMP01682,2024-09-11,2024-09-19,East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,8.0,1.9,September,Q3,37
CMP01683,2024-08-08,2024-08-21,North Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,13.0,1.9,August,Q3,32
CMP01684,2024-03-30,,North-East Zone,Garbage Collection,Sanitation Dept,Low,1,In Progress,,1.8,March,Q1,13
CMP01685,2024-03-07,2024-03-18,West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,11.0,2.3,March,Q1,10
CMP01686,2024-07-13,,East Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.9,July,Q3,28
CMP01687,2024-09-29,,North Zone,Traffic Congestion,Traffic Management Dept,High,3,Pending,,2.4,September,Q3,39
CMP01688,2024-12-26,2025-01-02,South Zone,Public Safety,Police Dept,High,3,Resolved,7.0,3.6,December,Q4,52
CMP01689,2024-04-27,2024-05-11,North Zone,Water Supply,Water Supply Dept,Low,1,Resolved,14.0,2.0,April,Q2,17
CMP01690,2024-09-13,2024-09-19,North-East Zone,Public Safety,Police Dept,Medium,2,Resolved,6.0,4.2,September,Q3,37
CMP01691,2024-10-13,,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.5,October,Q4,41
CMP01692,2024-12-08,2024-12-11,East Zone,Public Safety,Police Dept,High,3,Resolved,3.0,4.8,December,Q4,49
CMP01693,2024-06-30,2024-07-06,North-East Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,6.0,3.6,June,Q2,26
CMP01694,2024-02-06,2024-02-14,North-East Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,8.0,2.2,February,Q1,6
CMP01695,2024-07-22,,North Zone,Water Supply,Water Supply Dept,High,3,In Progress,,2.4,July,Q3,30
CMP01696,2024-01-22,2024-02-03,Industrial Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,12.0,2.0,January,Q1,4
CMP01697,2024-08-11,2024-08-15,Central Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,4.0,3.8,August,Q3,32
CMP01698,2024-01-10,2024-01-18,South-West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,8.0,1.7,January,Q1,2
CMP01699,2024-08-23,2024-08-29,Industrial Zone,Water Supply,Water Supply Dept,High,3,Resolved,6.0,4.0,August,Q3,34
CMP01700,2024-02-09,2024-02-17,Central Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,8.0,2.1,February,Q1,6
CMP01701,2024-06-09,2024-06-21,South-West Zone,Water Supply,Water Supply Dept,Low,1,Resolved,12.0,3.2,June,Q2,23
CMP01702,2024-10-21,2024-10-31,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,10.0,2.9,October,Q4,43
CMP01703,2024-08-07,,North Zone,Road Damage,Public Works Dept,High,3,Pending,,2.2,August,Q3,32
CMP01704,2024-10-20,2024-11-07,North-East Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,18.0,2.7,October,Q4,42
CMP01705,2024-07-26,2024-08-03,Central Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,8.0,1.7,July,Q3,30
CMP01706,2024-12-29,2025-01-05,Industrial Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,7.0,4.4,December,Q4,52
CMP01707,2024-11-23,,East Zone,Street Light Failure,Electricity Dept,High,3,In Progress,,2.5,November,Q4,47
CMP01708,2024-08-01,2024-08-04,South Zone,Street Light Failure,Electricity Dept,High,3,Resolved,3.0,4.7,August,Q3,31
CMP01709,2024-05-28,2024-06-08,South-West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,11.0,2.6,May,Q2,22
CMP01710,2024-02-28,2024-03-04,South-West Zone,Street Light Failure,Electricity Dept,High,3,Resolved,5.0,3.2,February,Q1,9
CMP01711,2024-07-26,,Central Zone,Public Safety,Police Dept,Low,1,In Progress,,2.2,July,Q3,30
CMP01712,2024-01-11,,North Zone,Garbage Collection,Sanitation Dept,High,3,Pending,,1.3,January,Q1,2
CMP01713,2024-06-15,2024-06-19,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,4.0,3.5,June,Q2,24
CMP01714,2024-03-28,,East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Pending,,2.1,March,Q1,13
CMP01715,2024-11-12,,Central Zone,Drainage Problem,Drainage Dept,High,3,Pending,,2.5,November,Q4,46
CMP01716,2024-08-23,,West Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,2.2,August,Q3,34
CMP01717,2024-12-19,2025-01-04,Industrial Zone,Water Supply,Water Supply Dept,Low,1,Resolved,16.0,1.9,December,Q4,51
CMP01718,2024-07-04,2024-07-24,East Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,20.0,2.0,July,Q3,27
CMP01719,2024-02-15,2024-02-27,South Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,12.0,3.2,February,Q1,7
CMP01720,2024-08-11,,North Zone,Public Safety,Police Dept,Medium,2,Pending,,1.7,August,Q3,32
CMP01721,2024-02-24,2024-02-28,Central Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,4.0,3.7,February,Q1,8
CMP01722,2024-05-04,2024-05-13,West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,9.0,2.7,May,Q2,18
CMP01723,2024-08-11,2024-08-23,North Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,12.0,1.6,August,Q3,32
CMP01724,2024-10-28,2024-11-06,Industrial Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,9.0,3.5,October,Q4,44
CMP01725,2024-07-24,2024-08-05,Central Zone,Public Safety,Police Dept,Low,1,Resolved,12.0,1.5,July,Q3,30
CMP01726,2024-09-25,2024-10-02,East Zone,Public Safety,Police Dept,High,3,Resolved,7.0,3.7,September,Q3,39
CMP01727,2024-02-10,,South Zone,Public Safety,Police Dept,Medium,2,In Progress,,2.0,February,Q1,6
CMP01728,2024-07-21,2024-08-08,South-West Zone,Water Supply,Water Supply Dept,Low,1,Resolved,18.0,3.3,July,Q3,29
CMP01729,2024-06-07,2024-06-19,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,12.0,2.5,June,Q2,23
CMP01730,2024-06-22,2024-06-27,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,5.0,4.1,June,Q2,25
CMP01731,2024-04-23,,North-East Zone,Street Light Failure,Electricity Dept,Low,1,In Progress,,1.1,April,Q2,17
CMP01732,2024-06-19,2024-06-24,North Zone,Water Supply,Water Supply Dept,High,3,Resolved,5.0,3.5,June,Q2,25
CMP01733,2024-03-27,2024-03-30,Industrial Zone,Road Damage,Public Works Dept,High,3,Resolved,3.0,5.0,March,Q1,13
CMP01734,2024-02-09,,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.4,February,Q1,6
CMP01735,2024-09-18,2024-10-02,North-East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,14.0,2.0,September,Q3,38
CMP01736,2024-11-20,,East Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,2.3,November,Q4,47
CMP01737,2024-02-28,2024-03-02,North Zone,Road Damage,Public Works Dept,High,3,Resolved,3.0,4.0,February,Q1,9
CMP01738,2024-09-28,2024-10-06,South Zone,Public Safety,Police Dept,Medium,2,Resolved,8.0,2.7,September,Q3,39
CMP01739,2024-09-18,,Industrial Zone,Traffic Congestion,Traffic Management Dept,Low,1,In Progress,,1.6,September,Q3,38
CMP01740,2024-04-09,2024-04-17,East Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,8.0,3.0,April,Q2,15
CMP01741,2024-06-27,2024-06-28,Industrial Zone,Street Light Failure,Electricity Dept,High,3,Resolved,1.0,4.1,June,Q2,26
CMP01742,2024-06-28,,Industrial Zone,Water Supply,Water Supply Dept,Low,1,Pending,,1.6,June,Q2,26
CMP01743,2024-11-26,,North Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,2.0,November,Q4,48
CMP01744,2024-03-16,2024-04-03,South Zone,Road Damage,Public Works Dept,Low,1,Resolved,18.0,2.1,March,Q1,11
CMP01745,2024-04-30,,Central Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,2.0,April,Q2,18
CMP01746,2024-02-22,2024-03-02,South Zone,Road Damage,Public Works Dept,Medium,2,Resolved,9.0,2.1,February,Q1,8
CMP01747,2024-03-15,,Central Zone,Drainage Problem,Drainage Dept,High,3,Pending,,1.3,March,Q1,11
CMP01748,2024-05-11,2024-05-22,Central Zone,Public Safety,Police Dept,Medium,2,Resolved,11.0,3.1,May,Q2,19
CMP01749,2024-04-11,,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.8,April,Q2,15
CMP01750,2024-03-29,2024-04-03,East Zone,Public Safety,Police Dept,Medium,2,Resolved,5.0,3.6,March,Q1,13
CMP01751,2024-11-04,,East Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,2.1,November,Q4,45
CMP01752,2024-03-19,2024-03-31,Central Zone,Road Damage,Public Works Dept,Medium,2,Resolved,12.0,3.5,March,Q1,12
CMP01753,2024-12-01,2024-12-21,North Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,20.0,2.7,December,Q4,48
CMP01754,2024-02-08,,North Zone,Drainage Problem,Drainage Dept,High,3,Pending,,2.3,February,Q1,6
CMP01755,2024-03-31,,North-East Zone,Road Damage,Public Works Dept,High,3,Pending,,2.5,March,Q1,13
CMP01756,2024-11-17,,Industrial Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,1.1,November,Q4,46
CMP01757,2024-09-09,,North Zone,Traffic Congestion,Traffic Management Dept,High,3,Pending,,2.1,September,Q3,37
CMP01758,2024-08-25,,Central Zone,Garbage Collection,Sanitation Dept,High,3,Pending,,1.9,August,Q3,34
CMP01759,2024-10-15,2024-10-21,Central Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,6.0,4.2,October,Q4,42
CMP01760,2024-10-23,,North Zone,Public Safety,Police Dept,Low,1,In Progress,,1.1,October,Q4,43
CMP01761,2024-08-17,,South-West Zone,Road Damage,Public Works Dept,High,3,In Progress,,1.1,August,Q3,33
CMP01762,2024-12-14,2024-12-19,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,5.0,3.6,December,Q4,50
CMP01763,2024-10-16,2024-11-04,South Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,19.0,1.8,October,Q4,42
CMP01764,2024-11-25,,Central Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.3,November,Q4,48
CMP01765,2024-11-21,,West Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,2.5,November,Q4,47
CMP01766,2024-11-15,2024-11-16,South-West Zone,Drainage Problem,Drainage Dept,High,3,Resolved,1.0,4.8,November,Q4,46
CMP01767,2024-06-14,,Central Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,2.5,June,Q2,24
CMP01768,2024-11-17,,South-West Zone,Traffic Congestion,Traffic Management Dept,High,3,In Progress,,2.3,November,Q4,46
CMP01769,2024-06-10,,South Zone,Road Damage,Public Works Dept,Low,1,In Progress,,1.0,June,Q2,24
